customer_id,full_name,email,phone_number,date_of_birth,city,state,gender,age,join_date
438,Erica Maxwell,randythomas@pratt.com,936.337.0805x327,1994-04-08,Lake Kimberly,South Carolina,Other,46,2023-06-13
439,Robert Munoz,blucas@jones-velasquez.com,+1-897-916-0980,1985-11-02,Smithshire,Indiana,Male,41,2024-06-29
440,Jason Collins,invalid_email.com,+1-446-629-6293x9264,2000-09-16,East Carrie,Tennessee,Other,76,
441,Julia Johnson,christophergarcia@hotmail.com,678-676-1028,1931-05-13,Jacquelineburgh,Mississippi,Male,47,2021-07-31
442,Wendy Weeks,gina48@hotmail.com,(067)160-1245x81288,2022-05-20,East Allisonview,South Dakota,Male,61,2022-10-18
443,Jennifer Kim,michaeljohnson@obrien-pope.com,7854561560,1914-01-29,New Ashleymouth,Alabama,,51,2020-09-07
444,James Shelton,xhill@yahoo.com,001-042-626-1006x9038,1922-05-18,North Ryan,South Carolina,Other,22,2023-06-26
445,Thomas Jones,jhuynh@yahoo.com,611-317-8300x9520,2005-09-30,New Shirleymouth,Montana,Male,80,2021-08-01
446,Julie Middleton,kenneth56@scott.info,001-729-817-5644x0776,1932-08-17,North Alisonfort,Mississippi,Female,54,2024-05-30
447,Joan Jones,leejeremy@spears.com,+1-316-325-4812x19831,1992-11-20,Joanneton,New York,Male,42,2024-06-23
448,Francisco Campbell,kaylacollins@price.com,(652)273-9310x47495,2002-07-03,Lake Davidview,Kentucky,,74,2021-09-29
449,Angela Dixon,rdiaz@yahoo.com,(118)547-7768x03050,2018-05-31,New Stevenberg,South Carolina,Male,48,2021-05-09
450,Rebecca Carter,watsonjacqueline@moss.com,932-598-7759,25/05/1915,Jessicaside,West Virginia,Other,-5,2020-05-05
451,Jack Butler MD,timothybenson@hotmail.com,338.948.8273x7979,2016-12-22,New Jared,Utah,Other,57,2022-07-18
452,Anthony Duke,blairteresa@duncan.net,469.781.5944x1447,1973-11-02,Dawsonfurt,Alabama,,22,2024-04-27
453,Daniel Wright,htorres@rodriguez.net,328-936-0942x7654,1943-04-19,Katherinehaven,South Carolina,Female,26,2021-06-18
454,Belinda Young,kdaniels@gmail.com,(321)691-1994x8143,1919-12-18,Lake Erikchester,Utah,Male,22,2021-05-25
455,Michelle Nguyen,kennethlewis@nichols-jackson.net,227-954-4271,1921-12-11,East Anthony,Oregon,Other,50,2022-04-26
456,Joe Mckay,christinaodonnell@brown-farley.info,(318)086-4337x8174,2005-09-21,Monicafort,Alaska,Female,67,2026-01-25
457,Jared Phillips,ronald33@gmail.com,259.140.3934x1924,1930-12-15,Colleenview,Mississippi,Female,53,2026-01-20
458,Alicia Gallegos,michelle08@fernandez.biz,001-846-359-2749,1968-12-22,Tamarafort,Minnesota,Other,35,2023-07-07
459,Heather Carter,smithwillie@gross.info,351.806.6734x28006,1922-08-01,Christopherport,Montana,Male,45,2020-10-02
460,Aaron Howell,invalid_email.com,810-158-3655,2018-06-25,Port Robertside,Maine,Female,69,2023-12-22
461,Christopher Patrick,maynardjoseph@yahoo.com,898-198-8689,1984-07-22,Mckenziechester,Louisiana,Female,25,2024-12-06
462,Alexander Alvarado,rebekahsharp@yahoo.com,963.977.0477x8255,2020-01-19,South Catherine,Maryland,Other,23,2020-08-27
463,Steven Sexton,johnsonkelly@yahoo.com,+1-134-688-1162,1982-09-10,Lake Andrewfurt,Delaware,Other,43,2023-09-30
464,Michael Holland,ryanthomas@obrien-oliver.net,001-434-174-6565x37273,2014-05-13,Laurenmouth,Kentucky,,32,2024-09-14
465,Holly Wagner,rodgersjacob@yahoo.com,+1-613-342-6839x513,1937-01-11,Port Kyle,Pennsylvania,Male,62,2026-02-02
466,Michael Becker,lovecynthia@gmail.com,827-392-2156,2024-01-20,New Devon,Florida,Male,45,2021-10-27
467,Caleb Schroeder,jamesjoyce@goodwin-gray.com,(500)600-0718x7125,1987-03-29,West Miguelmouth,Wyoming,Male,78,2020-07-10
468,Nicholas Garcia,campbelljoshua@hall.net,8189799509,1934-07-08,Kennethbury,Kentucky,Female,45,2020-08-03
469,Michael Davis,stevencampbell@gmail.com,538-578-5497x30172,1959-01-29,Stanleymouth,Louisiana,Female,49,2021-07-14
470,Joseph Cruz,brandonbates@hotmail.com,(031)775-4854x782,1981-08-09,Ericksonmouth,Michigan,Male,66,2023-04-29
471,Jamie Fields,sancheznicole@lewis.biz,569.639.1364,1934-04-17,Port Christybury,Minnesota,Other,71,2025-07-13
472,Jennifer Moore,jeanne43@gmail.com,0994073902,1989-10-30,Port Christinafort,Wyoming,,36,2020-11-10
473,Jessica Hoffman,johnsonjohn@gmail.com,+1-089-860-6846x43202,1939-07-03,Knightfurt,Minnesota,Female,53,2020-03-25
474,Caitlin Delacruz,garciajason@castillo.com,001-996-230-3901,1993-04-03,North Nicholas,Wyoming,,20,2025-06-22
475,Charles Gibson,stephanie41@hotmail.com,861.252.0100x36799,1993-07-01,Annamouth,New Hampshire,,-5,2023-05-17
476,Rachel Rodriguez,hillbrett@watson.com,001-879-101-8195x673,1949-04-09,North Shelley,Kentucky,Male,50,2025-10-02
477,Luis Johnson,michael03@deleon.com,1572552704,1932-12-01,East Aaron,Idaho,,27,2020-12-13
478,Brooke Velasquez,amandalam@clark-meyer.biz,(781)406-5117,2021-08-12,Espinozastad,Nevada,Male,43,2022-12-09
479,Timothy Watson,andersonrebecca@gmail.com,(868)787-5254x14842,1914-06-20,South Hannahfort,Kentucky,Male,78,2020-11-25
480,Austin Johnson,invalid_email.com,(308)879-9702,17/04/1922,Lake Stevefort,Florida,Other,39,
481,Monica Daniel,aliciahughes@yahoo.com,082.137.4672x537,2001-02-09,North Matthew,Illinois,Male,29,2022-04-14
482,Jonathan Rodriguez,wardcraig@goodman-bennett.com,457.473.0386,1983-03-01,Jenniferfort,Minnesota,Female,33,2023-03-08
483,Garrett Goodman,penaalfred@miller.com,(845)553-9126x8853,1977-01-08,Ginatown,North Carolina,,76,2024-09-13
484,Dave Ferguson,millertanya@yahoo.com,753-257-8159x57531,2017-10-13,Joshuaside,Illinois,,31,2023-09-30
485,Cheryl Vazquez,daniel93@gmail.com,135.116.3126x77290,2004-01-14,West Matthewtown,Oklahoma,,52,2023-11-26
486,Sandra Allen,buchanandeborah@hotmail.com,489-618-3417x196,1978-05-22,North Carrieborough,Minnesota,Male,30,2020-09-18
487,Donna Ward,christopher67@rogers.biz,(483)004-0408x03544,1913-10-11,Shawnstad,Nevada,Female,79,2022-04-04
488,Danielle White,jessicasantos@gmail.com,001-131-113-2022x0724,1971-02-17,South Jeremy,Tennessee,Male,35,2024-12-29
489,Matthew Alvarado,alexandraroth@hotmail.com,001-959-232-1426x3311,1971-08-15,Medinaside,Louisiana,Male,43,2020-11-29
490,April Blackburn,michael81@yahoo.com,313.331.5897x41448,1930-05-06,South Brianshire,Connecticut,Male,45,2021-02-03
491,Carrie Jackson,fdelacruz@yahoo.com,578-845-8902,1916-04-03,Cookborough,Idaho,Male,20,2024-12-26
492,Morgan Gonzalez,christinavazquez@hotmail.com,+1-267-429-5209x13523,1983-12-12,Heatherside,Washington,Female,63,2024-11-04
493,Deborah Ramirez,cathydavila@jensen-johnson.biz,+1-407-196-4185x6048,1964-01-23,South Jeffrey,Rhode Island,Male,70,2022-03-25
494,Alan Buck,shannon19@yahoo.com,(820)784-9827,1926-10-18,Colebury,California,Male,19,2021-08-09
495,Ashley Wilson,jeremyfitzgerald@franco-weaver.biz,275.138.9778,2021-09-12,East Cheryl,Arkansas,Male,80,2021-02-09
496,Daniel Moore,jenny70@gmail.com,661-121-5185x374,2002-01-25,West Kenttown,New Mexico,Female,72,2025-02-11
497,Christopher Williams,egarcia@gmail.com,+1-118-865-5960,1963-07-27,Juliestad,Louisiana,Other,77,2022-06-18
498,Joseph Cooper,burkescott@gmail.com,480.710.1298x725,2013-12-13,Kelseychester,Kansas,Male,33,2025-05-22
499,Natalie Rodriguez,hortiz@dunn-barker.org,064.705.7937x315,1954-07-06,Port Brandon,Tennessee,Other,59,2024-11-04
